"","FLAGS_0","FLAGS_3","FLAGS_12","FLAGS_36","LILAC_0","LILAC_3","LILAC_12","LILAC_36","SCOPE_0","SCOPE_3","SCOPE_12","XEROX_0","XEROX_3","XEROX_12","HUMOR_0","HUMOR_3","HUMOR_12","IMAGE_0","IMAGE_3","IMAGE_12","IMAGE_36","REMIX_0","REMIX_3","REMIX_12","REMIX_36","BLUSH_0","BLUSH_3","BLUSH_12","BLUSH_36","VIDEO_0","VIDEO_3","VIDEO_12","VIDEO_36","KAYAK_0","KAYAK_3","KAYAK_12","KAYAK_36","LAKES_0","LAKES_3","LAKES_12","RELIC_0","RELIC_3","RELIC_12","RELIC_36","VISTA_0","VISTA_3","VISTA_12","VISTA_36","SHAWL_0","SHAWL_3","SHAWL_12","QUART_0","QUART_12","QUART_36","VENUE_0","VENUE_3","VENUE_12","VENUE_36","MAGIC_0","MAGIC_3","MAGIC_12","MAGIC_36","PATCH_0","PATCH_3","PATCH_12","FENCE_0","FENCE_3","FENCE_12","FENCE_36","RADIO_0","RADIO_3","RADIO_12","TANGO_0","TANGO_3","TANGO_12","INTRO_0","INTRO_3","INTRO_12","INTRO_36","POETS_0","POETS_3","POETS_12","POETS_36","IVORY_0","IVORY_3","IVORY_12","IVORY_36","WALTZ_0","WALTZ_3","WALTZ_12","WALTZ_36","DAISY_0","DAISY_3","DAISY_12","JUROR_0","JUROR_3","JUROR_12","JUROR_36","ELBOW_0","ELBOW_3","ELBOW_12","ELBOW_36","LASSO_0","LASSO_3","RODEO_0","RODEO_3","RODEO_12","RODEO_36","TOPAZ_0","TOPAZ_3","FOGGY_0","FOGGY_3","FOGGY_12","FOGGY_36","NURSE_0","NURSE_3","NURSE_12","GLASS_0","GLASS_12","HUMAN_0","HUMAN_3","HUMAN_12","HUMAN_36","ORBIT_0","ORBIT_3","FILMS_0","FILMS_3","FILMS_12","EAGLE_0","EAGLE_3","EAGLE_12"
"C53176",18.762034845847,19.2485414513754,20.4675538105553,19.5315832592115,18.4038358905404,18.0278790062432,20.2487603207789,19.4548514937234,18.2162532574175,16.2773782196327,NA,NA,16.081733075304,18.0416912320823,18.3775028702395,18.2440804048263,18.3193854654848,19.6765924399535,NA,17.0525998895913,20.5433953264149,19.5700817532226,18.1427901409346,19.834438643794,19.4013232908374,18.0332939378828,16.3182426877516,19.1451659483679,19.0032680935965,19.4324766540214,NA,19.2746215729369,20.2474222666784,17.1507587784615,NA,15.8111739707213,18.644380902842,18.9658124620244,18.3614940604989,18.9987253896338,NA,16.6520887040457,19.3618902437955,19.9230866059997,18.7536999000582,NA,18.839428330397,19.9029962431948,17.9774364574382,NA,19.2819798179055,20.7100673379862,20.485621989709,20.5687596010834,18.2428345099489,NA,16.0958708650151,19.5665279245526,17.8431236399051,18.2629986329989,19.9492339754022,18.0057396672445,20.6349111747803,19.548793692925,18.4593475635768,18.7512792565243,16.706185710287,19.6487262142792,19.4067779961092,19.2787488996188,18.6210144523132,19.1769571365086,19.1670554663048,18.3388712807863,19.6576568904801,18.3579943600662,19.6979347473211,19.0782498561592,20.5486309725796,18.6491087900667,20.4579268928208,19.664563601591,17.797142204019,19.0458609586992,18.5831415462534,20.0505581323927,19.3997118428541,19.6030920299188,18.1863851064215,20.054824211302,18.7782600479318,18.9045464260537,18.7735320300095,19.1381817889393,20.1167310345073,19.8670509474624,19.7319653144006,19.2001706387566,18.7325881238675,17.8218549320282,19.0157852617624,19.5091893008034,NA,16.597208742261,NA,NA,16.9034817737036,17.8012915538222,20.7867266839588,20.0992681813358,18.8564620040706,18.5218687732204,18.8858869916975,19.710713962355,17.5375748434372,16.9372243747008,18.4022501521816,18.9193987458614,18.729106219091,17.9948616498159,19.2412127707984,18.7962804774109,18.2593524931241,19.6121233788567,18.8668321727059,19.0213812584757,18.6852210235049,19.1524408260675,18.9426977628868,17.5500252574658,18.5255972728422
"C52690",16.9126554779615,17.7057673637418,17.9610709281896,18.6384995509151,NA,16.3276403539053,18.1461211449539,18.9870863293282,NA,NA,17.9379427209854,17.4069938466261,NA,18.6020536249961,16.1851077170798,NA,18.5695441376646,18.3544215803008,18.4240473390109,17.8029138895566,17.7563478255166,19.0552400624917,17.0530773870993,19.4709328800312,19.3716894505228,17.1609645301034,16.9742017012908,19.2514315559072,17.0348204515593,17.9478252521497,NA,18.12225674755,18.4812160563414,16.7534126406591,NA,17.4225329483137,17.8291095089275,16.7005074512566,18.466207931127,18.1297156800655,17.4610237369262,16.9939113669792,18.4399728809259,18.6783181632502,19.1072298487159,NA,18.8671580595553,18.6947013516311,18.5820647805863,18.5425142560695,18.2246235214573,19.0684397917964,18.54714306468,18.5379691032035,18.2887174075073,17.8089704575449,17.2847427837085,17.8509986624492,17.6443069615456,18.010189333487,17.7512432919335,17.8384160757973,19.2731809317708,18.9835085877924,19.0806171740766,18.5947947621374,18.2823599830517,18.1141642602375,19.2802972900121,17.3631252090015,16.7025379674315,NA,18.2153908011273,17.5485058629558,17.6920910128719,18.4189520123607,18.1721295860514,19.1580721668337,18.7348848930043,17.6476551646235,19.2834252693779,18.6505644582146,17.251214247393,17.3150522421724,18.9701424115146,19.644732952273,18.9257891137053,19.6180646143411,19.0142956801748,18.5758346570862,18.5975252093051,18.8319968279464,17.7617589788688,18.4917043733551,18.0330680487009,NA,19.7384386643925,19.7846348455575,18.7554287765184,17.2386566366087,17.4624862965272,17.6824322925435,NA,NA,18.4828158330539,NA,17.2923485967965,18.6003630331572,18.4711433130522,18.6601212757268,17.2935973762441,17.9821691711396,18.1781833925746,18.0199164446216,18.8075184437221,19.0261181463212,18.4495517026229,18.3390583767815,NA,18.4598158079896,16.7280267813526,18.8621469651702,18.4236083703704,19.3231031520379,17.9995321313325,16.358324964398,18.0938508030476,17.7182050752141,18.5608850848388,18.2875590850574,17.9160660508993
"C34419",26.0139664780625,26.4782127963591,26.8676283723185,26.1141755419343,26.1713938261172,25.1089027889389,26.1434497014676,25.7193860006687,25.5807725429741,25.8303612352829,25.4651438776553,25.7956532635637,25.8388048894165,25.9991009385854,26.0657112925182,25.9388850080048,25.802419826662,26.2382230777623,24.8248763139241,26.0283241134384,26.298947882915,25.6393193986044,25.6327354444349,26.6745377649683,26.8215876433633,25.9483535954545,25.2427252103775,26.311927185358,26.0525264271634,25.930643415062,25.6074248005697,26.3306015407038,26.6980189242694,25.3820403042495,25.2265938777169,26.4220049490659,26.3622792274057,25.7212515034996,25.8594766821051,25.6410517721296,26.7418001377974,26.0418546307788,26.9652690702406,26.57951275324,26.0700537752889,26.152106090178,26.2033857937395,26.2202211042084,26.2746124738743,26.6167352618043,26.3762855890146,27.4314310353491,26.5578337544081,27.051029167807,25.7733507247635,25.2738768238614,25.5209144051456,26.1464241757669,25.9247684753753,26.3165699093302,26.7810344733084,26.2927207046249,26.7377172033071,26.4942070162243,25.6392667294156,26.1492365265191,25.6224062312909,26.5782161532357,26.8463071050209,26.2719711788608,26.3306536458707,26.1714689613696,26.1696684569555,26.2966023101375,26.8527112277199,26.2934539675429,26.9002117723908,26.6321852841913,27.246885248043,26.3519679672564,26.8836223301051,26.7097441273967,26.1281970144956,26.0799591617732,26.3963472557713,26.8619157115449,26.591336637048,26.6704256667416,26.3948788356689,26.992070226613,26.4171394011871,26.242084653096,25.871571303784,26.0619499246181,26.7423946614618,26.7622760847938,26.5442180698921,27.0854855883705,26.0088218243461,26.1144062412297,26.0715574524026,26.0503913984834,25.8297614401129,25.7869628328032,26.3742974027138,25.9115149671632,26.0295162363592,25.5514749934987,27.1441894209617,26.8205011458266,26.2717888520363,26.2639421026325,26.0044666909692,26.7117570736615,26.053953548631,26.4562573945354,26.7132132263245,26.734937801357,26.4711199882629,26.3522863485351,26.4704781604867,26.4253060689218,26.4116155900787,26.267799105016,26.1091091391178,25.5346113689512,25.8070301822673,26.2120655818143,26.6173385437036,26.1809231891944,26.7291867293827
"C36600",21.0849439506395,21.3089422343493,21.660883789429,21.0065144194226,21.2105982227467,20.8936799978483,21.6225116888742,21.1201980027756,21.2726793284762,21.1034619869291,20.6299355330176,21.2068551864179,21.0121580185253,20.9396114948519,21.4492998050395,20.7672663207228,20.5613410919469,21.8208322146365,20.6356844697115,21.2082939041048,22.1405601986583,21.6925525049966,20.7804396444785,21.9231725871552,22.0911499658879,21.1463237941477,20.8972671668978,21.624351933422,21.7778897745926,21.687416693364,20.2581933508777,20.9639205395011,22.1261035566266,19.9678411940756,20.0445955647287,21.008026419146,21.4814289368344,20.1313483173362,20.3966371809205,20.5838338531655,22.0004202643802,20.7333927400787,22.1074300526652,22.2995414711338,21.1760477202903,20.159262827656,21.5090515389516,21.4021980971034,21.13034809062,21.0630256962788,21.7539410069045,22.6164359942089,22.1381849144234,22.9791655860126,20.4766829264535,20.17717253669,20.7094978331153,21.5288232153966,21.4696040610958,21.8275539822748,22.2540009422552,21.5075425483065,22.4637890132452,21.902496564708,21.073630358487,22.2305071862056,21.097005908114,21.8186445850735,22.3980547407671,21.2249990909962,21.1824234522204,21.2120931974679,22.1961761575121,21.6179673479022,22.0444081280591,21.8596978070983,21.6507029332402,21.6705940149571,22.8150869467154,20.46606650108,21.2836993798342,21.3820888688205,21.2765833550707,21.8581009272849,21.9308329680248,22.0722497335767,22.1747148223131,21.6579991758335,21.251725679391,22.083460823465,21.2878763640798,21.2072342177211,20.5155516286162,21.032639703349,22.2582456933463,21.4344653419244,21.5759417283662,22.2082328696642,21.4390663960126,20.7715184850827,21.1950104789498,20.7544553151003,21.8072975278485,22.0702123550793,21.3122741943258,20.5881756833511,20.7110535552966,20.684389079641,21.6939879764253,21.8762291462434,21.3840063900771,20.7981632538303,20.7684549275098,21.8330468055462,21.5958497823814,21.5286954224134,21.1515226315092,21.812431164006,21.7623767665464,21.7849439038834,22.0609458942225,22.0325674033241,21.9450140348121,21.9781843014804,21.1593330533472,20.8146841584042,20.5249319024603,21.1447453618722,21.623220646295,21.5711790719967,23.0393069822894
"C54885",17.1272588457676,17.4275010920308,17.7085922192383,17.251204999496,16.9643972783763,17.4123217464932,17.0584568695486,17.7038900589269,16.7724692284794,16.3909078525241,16.7076691875948,17.9074599063556,17.5865686122597,17.235864651082,16.768636647125,17.7627583403444,16.735450250603,16.7736543629619,16.1230907936781,16.0641743643065,16.7584704799622,18.0839830607323,17.7772424706276,18.1362401803359,18.4135411624286,16.9517172764671,15.7067118449807,17.450953464713,16.6836114803291,17.6412756293826,17.7303639903247,17.0223786505406,17.3908155111767,17.068515892511,16.5077172270297,17.0643006948706,17.5169157374362,16.75505707983,16.7779487518988,NA,17.1662023199019,16.8997463413723,17.2018080466468,17.784717906497,18.1169581537485,18.0366941340386,16.5284846346261,18.0102876949596,18.0828091412337,17.9687680266644,17.1475130073053,18.9688608177713,18.0175696445256,18.5295640009259,16.8549414120059,NA,NA,16.3643911812519,17.079224338531,17.2195750532505,17.792110312836,17.890757078812,18.5012851862757,18.3983345363723,17.7311930549103,18.2268449062955,17.3703894251861,17.1556780121941,17.0916419903196,17.7287841329877,17.3544904538885,17.3562886123502,17.2783405550281,17.5326907455963,18.1004570228478,17.5259489538904,17.6447364723335,18.2302268848887,18.6484032273047,17.0357656500296,17.3138750340391,18.2096532606947,16.9604092620903,17.7678999352693,17.9485725600799,17.4955037393334,17.4160800253058,18.1267952029911,17.9382874001958,18.0389297031831,17.6162042098543,18.1682215972917,17.9209459469099,18.0604004055972,17.727814119937,18.1932510175373,17.660594847642,18.1337141828289,17.3823369449273,16.9729685710426,16.0694078084928,18.0783541103129,17.4468248407803,17.8204033686231,18.0310765428644,17.6692034187341,17.0875767904313,17.2077483730243,17.8788232702922,18.1128823393468,17.9465750706916,17.4369310914375,16.9621052336971,17.9114270997371,17.7517597882115,17.4316771464601,17.768636647125,17.4538252369509,16.570522819122,18.1370211412215,18.3357697869089,18.4689938642914,18.1446831345231,18.0217282556686,17.5597579705335,17.2271552512713,NA,17.7489855373925,17.1176735359601,17.6903117802238,17.4489793277469
"C36594",20.362402979008,20.4460029482149,20.968545163036,19.6518470345575,20.2385715095766,18.7515473279529,20.0937038259414,20.0870393375769,19.6856162854698,19.1254185157095,19.1142405291458,20.1404466138425,18.8378250091967,19.7506039534592,20.1923421847003,20.51577489971,19.6973477044994,19.4963291294433,19.0244958219682,19.5732773548251,20.0283377731394,21.053492416256,20.4452765871208,21.5911228189149,20.8540960301714,20.4187307389308,19.6632557970266,20.409213779084,19.2583820049285,20.3127954513192,19.7831661135614,20.5307378006366,20.2101612026956,20.9383161197466,19.4410516012107,18.9762816201856,20.4524785486231,20.2336582917761,19.886446787514,20.2875117408193,20.1662109029094,18.9843878608446,20.1659472586618,20.4817895793113,20.0332710816573,20.0492051052023,20.3746107620369,19.871192350768,20.8951225941964,20.3268310284074,20.7640527494501,21.2941529152893,21.0671237955855,22.403218294524,19.9243906470519,18.9015651849537,19.1458177395787,19.6928674609818,19.0172869017436,18.5543827505121,19.2507170888745,18.994715280744,21.9973797019675,20.805039259175,20.249224584555,20.5562534441735,19.0446796031573,20.4115347795069,20.6124302918753,20.7657352844289,19.8873069013239,19.6953285582535,20.1902490909497,19.6343183004205,20.9789429268303,20.0314185238002,21.2395612382626,21.2603596614596,21.1430536898378,20.1622450238315,20.420382780509,20.7839510084085,19.6421469083357,20.1218231058229,19.3601547981897,20.1209098827812,20.7827655087552,20.2801851272204,19.8859093281377,19.986626751368,19.6607619535629,20.4952802368982,20.8556676946511,21.4090252020613,21.3061095416526,20.7363837627389,21.006973183437,21.3601365756505,20.5320096089096,20.1324583097895,19.5215199299416,20.0572183486248,19.97444820091,20.9425545949169,20.2749559236851,19.4791486941548,19.6513425504037,19.5849386522631,20.2251685950657,20.1309714288908,20.9585767865788,20.5757312703786,20.1741576618613,20.600338530409,20.9924958323925,20.9249871538015,20.490889059969,20.1596865939352,19.3091499092896,20.4933912838092,20.3727184269455,20.6809895622148,20.3197581064803,20.9547834617128,19.8817517757216,19.2779888323252,19.7370459422232,20.6049169407839,20.5974342776071,19.8646108630401,20.4767214865018
"C27447",22.0299325392727,22.6821752885275,21.8413320746645,21.7728875987313,23.297814257498,21.3819283883616,22.0021131503279,23.0365452411416,19.2725614463226,21.3779317399834,22.7835240450061,23.0485967931901,21.5367893198806,20.6473020707419,21.9227644031818,22.937303949167,22.2844620935749,20.995436626036,22.7329337830335,22.5072594367635,20.7292332075055,22.1558305420549,23.5651504352116,22.3387211513381,23.5091908716961,21.2779525205825,20.735141149777,21.2310400776226,20.5630379621968,NA,18.9905333526376,24.0065609871987,20.0740957191093,21.7075423930533,21.3080134394671,21.9358107025958,20.7423448016287,NA,22.2690222080317,20.169210599751,23.6345947174196,21.9776188260075,21.6670279251986,21.7830213969148,22.0310435522272,23.0119417583683,22.2880079326912,21.8237077573967,23.0028716581378,22.9962960745638,21.5571069962991,22.6501785423262,23.5234520026107,21.1459955627635,NA,22.786781911761,19.8939887711338,21.0919647498428,20.7263246116503,20.5583954877095,21.3203538013755,21.9395519546319,23.4096347505134,22.1998149032207,22.3504830567595,22.9561795598087,21.5563413950698,22.2006283545083,23.1831852686013,22.0993590480225,22.7342845779928,20.8236066989902,NA,NA,23.1176199580043,22.6703383513298,22.0264856196917,22.3110453655642,21.7798415652606,22.9514373357638,21.2401082703034,23.4916918975402,20.5814874797315,23.0569545133885,22.3987961326994,NA,20.8395098336827,21.9106383391428,22.6497925231791,22.1074686853172,NA,20.2793759372348,22.3580915097836,21.3126769248275,21.8553004162461,23.2671661569661,22.6834285808482,24.5612403911212,21.6491153701847,22.7968567348918,22.8419105763324,23.1389321795859,20.5034191231892,19.9458024422627,22.2221398304183,21.771441511912,22.8636681137282,21.9932369495043,23.0741159771873,22.3293321097589,22.7778348071774,22.0661976124608,21.1979593451005,22.801311291628,23.6099634667147,22.6003271864031,22.2309559653829,21.9090313142114,22.8525538922268,23.1017099587939,22.2303861003726,22.0958798768101,21.4732073037603,23.5010707196341,21.7139322590276,NA,23.3015982013457,22.2561338073348,23.3920470734812,22.622250041597,22.4275596587168
"C48114",15.3959691811165,NA,NA,NA,15.8477914299829,NA,16.5134346112865,15.9573741540476,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1826465236454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.230452068491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7033628939642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9200271328481,NA,15.7919005342455,NA,NA,NA,NA,NA,NA,16.5281030399348,NA,NA,16.7697732886055,NA,NA,16.0885398194238,NA,NA,16.0855761927276,NA,15.7023079858037,NA,NA,NA,NA,NA,16.143084216032,16.2278979272393,NA,NA,NA,NA,NA,16.6336054652369,NA,15.7631604853061,15.7516748078626,NA,16.1606396132007,16.6055663271701,16.885386564781,NA,NA,NA,NA,NA,NA,16.6938952712713,17.1861432634257,16.9013265371775,16.6729639315544,NA,NA,NA,17.6813550988585,17.0580551606984,NA,NA,15.9188399497829,NA,NA,NA,NA,15.610880658969,16.3796660379911,16.7587697443467,17.7377622729675,16.6864458122864
"C30460",27.3100928161043,27.4001981508773,27.2849236220146,27.0538374095191,27.8831280172154,NA,27.9522810835982,27.8842674230729,26.8108034226873,27.2797610390707,27.9341188021902,27.3620612649888,26.6744820556984,27.2844318751838,27.6482908670574,27.7104522783659,28.0790208329239,27.3970703268876,27.6371284158097,28.0887262996281,27.6366610147248,26.928213832347,26.7847710150721,26.7383785650043,27.1590832437842,27.4918826923294,26.97676740061,26.7987592247153,27.3498950877356,27.0344364556492,26.833091020725,26.9680977500188,27.1276850325883,27.6745498332307,27.541216223517,28.1931663276748,28.0942834283378,27.2030091862577,27.0006485727522,26.6903073038118,27.246639712066,27.6642109324155,27.2071388733085,26.8071923647258,NA,27.1375232547155,26.6645958258293,26.8722510263458,27.2841751345352,27.2153832464336,26.5735885984501,27.2681183312347,27.4884120333981,27.3017370356273,27.3680061524294,27.1606634613897,26.9946648766357,26.6799044198109,27.8745384721617,27.7108914390588,27.5316632093778,27.722127314393,27.3259721315191,27.4482843378159,27.1752531859859,27.6011262668578,26.8886876096237,26.8175799709024,27.1148078115012,27.0385658885902,26.9695208156146,27.4397752224376,28.1780759239521,27.8999214716525,27.2330347669126,28.5490486707717,27.0984271520985,26.5067972648464,27.105599883128,28.0502361060481,27.7543093207834,27.8460497623359,27.7917302653693,27.5280663061203,27.3926908224946,27.8292629367,27.5534514151293,28.0412711222635,27.8392129204219,28.0988017171735,NA,27.004368617662,27.1739017165502,26.7803289003547,27.9471229612019,27.7213871127273,27.705834425435,27.2423492845439,27.8951090927351,27.4823275425436,27.5344535717441,27.8401859988139,27.6966750050645,27.4812536330169,27.6945717119252,27.5309479024142,27.2055667189578,27.427760659914,28.1079365052728,27.4338992983518,27.7655079775209,28.2838036411699,27.8293759884911,27.7331969045364,27.8280248852739,27.3608745383656,27.2777746365758,28.5052198766337,28.0764049408603,27.5313747968704,28.1846084295131,27.5053696360818,27.5951322521887,27.4218565508565,27.7540725583699,27.6554348583551,28.1747765295317,27.7969221681386,27.4478246918503,27.955244956778,26.8590086345831
"C32350",21.1567274865449,20.8481804959076,21.0535003709204,21.1054571355164,21.3710491589098,21.2163012223362,21.4396488031637,21.1075223223253,22.9113418787653,21.4565689904112,21.3276365167121,21.0532537559295,21.5274035056079,21.1009298477828,21.8877657661085,21.8548558310723,22.0566254782938,22.2905903886524,21.9241234799267,22.1629696412107,22.195472237552,21.1740119356129,21.1358063391469,20.9390561689581,21.1259235796804,21.6505272079171,21.8672583756416,21.6576172062879,21.6860242670244,21.689359483856,21.6398202670955,21.7511288531793,22.0093970742171,21.5093033673284,21.645945544869,21.9537332365891,21.9532170750746,21.209327227109,21.4590568353995,21.4604703950212,21.3240360245856,21.7005036413533,21.5173488463158,21.4256052144853,20.8781557141624,21.1805532667256,21.5717049703002,21.193870020146,21.7187845297544,22.2392998829719,21.8557954217477,21.4436447299553,22.8015623329568,22.0845985321707,21.3490025575785,21.4442632127485,21.5555262404012,21.4355334352338,21.4687324143765,21.6324805263287,21.7144886970175,21.3348559274548,22.4471821271347,21.8307913863775,21.9920061544192,20.9956712443694,21.1575862527138,21.2867224413631,21.1346907746965,21.4671885961179,21.2482038178444,21.4425659227814,22.8622990954583,22.4621098091726,22.0550953890108,22.7133105726109,21.4479145902524,21.2752737125125,21.5964618594752,21.8484483477023,21.8322885650511,21.9107005483595,21.8346284411262,21.3082562503988,21.7881902039932,21.7487317281646,21.8000036706544,21.8000273771419,21.6852796352016,21.6656048289329,21.326302199344,20.942168686484,21.0885437013043,20.8074201757134,21.662170704943,21.7268027185503,22.5109355604324,21.589789193877,21.090208065355,21.5472339265747,21.558483775237,21.2959112726637,21.2501723301926,21.3502755815132,21.8370966175905,21.7161575619678,21.7066802317276,21.6634603825286,22.2094239144614,22.1187034943932,21.3052050887269,21.4073383103605,21.3960340084199,21.5115586782228,21.3250210151998,21.394647428437,20.9908248486348,21.0603555436664,20.8496563105862,21.7159075437332,21.7043722799377,21.6926631730429,21.3993968478071,21.2955604451887,21.6442708697746,20.6687915173304,21.0556564557456,21.1741503454132,21.30941473476,21.3065329090473,20.9670453870379
"C27665",22.0037906727548,21.0744361477405,22.1892207121676,20.9810515752074,21.7928661368504,21.6020799114781,21.6317867612814,22.5862802031149,20.5387667705498,20.431789348991,22.2478956510427,21.7853007958482,20.114757780162,21.7917984150678,21.364079602807,20.6856034539899,21.5242949243945,21.4669412526383,21.4263430806743,20.5399463580226,22.3356411400406,22.1566321393786,21.5737876990528,21.8775380245021,22.7814127457455,22.0025997537063,21.1425028614062,22.0511554927093,22.3551203870151,20.9993098405511,21.4042554449574,21.52155635159,21.9977910844823,21.0092880575439,20.483894483602,21.9808466351512,21.8734114435092,22.1488476848247,21.8690508207844,21.7470538269288,21.3875077899657,20.7932047986383,22.1804974211317,21.8910935568101,22.5333732244612,21.596791681825,20.966751861974,21.3856523166359,22.3614099914023,22.7622398863137,22.0049754678244,21.9107543388725,21.4479927582228,19.8985659619664,21.7302225872596,20.3462323621904,20.546881275104,19.7570041634305,22.4892886591803,21.812170253252,22.5654554180002,23.2568653164917,22.2689191567037,22.1578221388277,22.8409261789009,21.1547037873529,20.7922747769889,22.1440622697532,20.9574690978883,22.1674518360919,21.3993514703368,22.5622023562568,21.4860552622978,21.060376655337,21.6799263195977,21.2336202618434,21.2066954389981,21.6432665402822,21.2381125533568,23.0806599466876,22.4653005958541,22.0798014870629,22.245822503956,21.83642102526,21.9189370998003,22.2364507507187,21.6406456527293,21.0200948788117,21.0901279302071,22.2042815780263,22.2793782045074,21.8165895667244,22.1290710401262,22.5697353385657,22.1102481583997,21.7155707672768,23.824114348769,21.2714653076467,21.8536434598429,21.6001375014107,21.4881529757282,22.2075508947179,22.6728877730383,21.3380954437546,21.6732422103592,21.3265265913668,21.9286633042613,20.4452139352366,21.642287956649,21.3489723109501,20.761651051843,21.9319501117057,21.7056775214939,22.0924852088324,21.3185218473299,21.7561075279201,21.7318476792372,21.2326803114511,20.721886044948,21.12240716423,22.0233543702933,21.3878222366473,21.8887733433713,21.863841819397,21.8622900135033,21.7224961263325,21.7049168016414,22.373411615488,21.7539014371403,21.2085147974227,20.8444943017168
"C34395",18.9056426084913,NA,17.2629298365925,18.0452690684889,NA,NA,15.6668897084403,18.3972651740364,19.0726717132114,NA,19.8893762151713,18.441951269492,16.1589054861039,NA,17.5088702533129,NA,16.5283625353059,19.4583605509758,15.2522588781059,NA,17.541663838811,15.8169836232554,NA,17.0825856766661,17.7447878592698,17.7892470642627,16.9019157193607,17.7989969708411,17.8163524560774,NA,NA,17.0490827651521,16.8037149155274,16.6179122124004,NA,NA,NA,NA,NA,NA,NA,16.5454170146046,18.7121004105635,18.3522762444112,17.4201576134764,NA,18.1285330956452,19.2840807871078,NA,NA,15.9168824573016,NA,NA,NA,19.1448922077753,17.2273903166642,17.8672847734524,17.5031657801315,17.5624585856687,18.8355693436484,20.2394167265848,21.1234684832062,17.6294348891718,15.9392578042376,NA,17.1575837857272,NA,17.860426246687,18.5920262785072,18.2031998178017,17.943407666095,18.0050049466979,19.3760342172146,17.9081990881185,NA,19.2536051507996,18.8024848108708,NA,15.718211765772,19.456693309162,18.2025112741146,20.5903421650972,17.1596939841031,18.9536764074791,18.9157714480297,19.951269060639,19.0260695031251,19.1995549332358,19.0510256816804,17.5132572495528,17.9718354043393,17.4297172955343,NA,15.2354907312083,16.9064796131951,17.8120770034293,19.3984138715197,NA,NA,NA,NA,NA,19.4860257920964,19.1546302459044,18.356168231555,15.8535288673714,16.8643070736525,16.5603029768041,NA,NA,18.652862474534,18.9371467718971,18.7515179079124,19.2547749026642,NA,NA,NA,18.2286730986893,19.451941532786,NA,17.8635631997392,NA,16.8786377027261,18.8172178972278,19.4161068349697,17.261250186869,18.9202161772213,18.4079149992233,17.7453329354129,17.3663990603015,16.4954647021025
"C34389",21.1580549036538,18.3279166050025,20.0798636477783,21.2391987662723,17.7912264935581,NA,17.822558383569,21.0000928676424,21.5035040462502,17.3696484612689,22.6502859341719,20.9987708324692,19.5791041293322,19.6365325800983,19.1009009823165,NA,19.2070047845665,21.4993851052412,17.5566482455697,16.3794629821199,19.6314168832509,18.0664466236673,18.1835917696812,19.3938491876741,20.1344551493663,19.7708687186717,19.4791013152666,20.7296481243897,20.2689108780228,16.3665100529338,NA,19.9812090943735,19.9275291442383,20.1723115215064,NA,16.7406899170651,16.6691480438753,NA,NA,NA,16.7840468929666,19.6506047750999,21.4049019541175,21.3685006000356,19.7997369458245,17.677568252007,21.5235399421097,22.2385266117899,17.7242473733096,18.6254413090432,19.2504857939675,19.1356917532456,19.709383400288,16.3485725637938,22.0734767303836,20.2979842322076,20.601147808458,20.5087754922869,19.802775083946,20.6231438259008,22.0219823510641,22.7290535114666,19.1914954319295,18.3063243006936,18.894453657553,19.0248880508851,17.6281037367695,20.8392445466584,21.1595584916752,21.307827831015,20.6591083199355,20.8825542452817,20.6701314964572,19.6114283080596,NA,20.7542644592271,21.4066010368607,16.5265145218421,19.329785391156,21.7723616969884,20.8100027924552,22.7808380927931,19.062886740896,20.93240220616,21.64949828136,22.5745667352368,21.5768607376446,21.2924474604647,21.6520497419561,20.2868656749054,20.6497140353288,20.8431788595113,18.2950155407456,19.0758551505143,19.3606306465467,20.1319122098205,21.9042461530595,18.3404499574372,17.8178018547083,17.1750621767098,NA,17.8268587803242,20.4912806245021,21.1772041746858,20.3698603561833,19.3999621210075,19.7372341372789,19.2770262622099,18.6571404745776,NA,20.777730483696,21.3004123332219,21.4113723688922,21.2919058741016,17.0758238208381,17.8752333939584,18.6334174450259,20.5029259853771,21.4364614591779,16.9673838873574,19.7893378209795,NA,18.1046192276335,21.2937595708635,22.2425170531868,19.724640413789,21.6539248573627,21.1822743145849,19.9239005006923,19.4520240088841,18.5000132307494
